2haw_tmscore,1k23_tmscore,pLDDT,pdb_path
0.65017,0.96178,90.81080906148864,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_027_alphafold2_ptm_model_1_seed_003.pdb
0.85076,0.67896,90.7978964401294,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_028_alphafold2_ptm_model_4_seed_006.pdb
0.65172,0.96304,91.85676375404532,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_010_alphafold2_ptm_model_1_seed_007.pdb
0.85489,0.67018,89.25456310679603,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_037_alphafold2_ptm_model_4_seed_002.pdb
0.67554,0.8643,89.3810355987055,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_036_alphafold2_ptm_model_3_seed_000.pdb
0.68409,0.89589,91.2416504854369,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_026_alphafold2_ptm_model_2_seed_004.pdb
0.65586,0.91751,89.25692556634296,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_039_alphafold2_ptm_model_3_seed_006.pdb
0.65771,0.96218,91.61171521035604,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_015_alphafold2_ptm_model_5_seed_005.pdb
0.6684,0.92254,92.18521035598705,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_007_alphafold2_ptm_model_4_seed_005.pdb
0.66333,0.89816,89.04660194174753,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_040_alphafold2_ptm_model_3_seed_001.pdb
0.67561,0.9104,91.23258899676378,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_024_alphafold2_ptm_model_2_seed_001.pdb
0.66182,0.95406,92.75152103559878,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_003.pdb
0.66349,0.92858,92.7458252427185,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_007.pdb
0.65852,0.96532,91.48679611650489,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_020_alphafold2_ptm_model_2_seed_005.pdb
0.86723,0.68005,92.17042071197409,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_006_alphafold2_ptm_model_4_seed_001.pdb
0.66285,0.94386,91.22964401294499,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_025_alphafold2_ptm_model_1_seed_000.pdb
0.65811,0.95891,91.5653074433657,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_016_alphafold2_ptm_model_1_seed_005.pdb
0.65826,0.94191,91.73203883495151,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_014_alphafold2_ptm_model_5_seed_007.pdb
0.64735,0.9562,89.26644012944986,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_038_alphafold2_ptm_model_1_seed_006.pdb
0.64859,0.9532,89.56071197411008,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_034_alphafold2_ptm_model_5_seed_003.pdb
0.6674,0.91683,92.5628155339807,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_007.pdb
0.67761,0.89769,91.46527508090607,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_021_alphafold2_ptm_model_5_seed_000.pdb
0.64915,0.94472,89.63640776699037,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_033_alphafold2_ptm_model_5_seed_001.pdb
0.65431,0.95348,90.2422653721682,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_031_alphafold2_ptm_model_1_seed_001.pdb
0.66348,0.94135,91.53786407766992,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_019_alphafold2_ptm_model_3_seed_005.pdb
0.65854,0.96435,91.7986084142395,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_013_alphafold2_ptm_model_1_seed_004.pdb
0.65459,0.92919,90.57090614886728,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_029_alphafold2_ptm_model_3_seed_002.pdb
0.66185,0.9424,91.3897087378641,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_022_alphafold2_ptm_model_5_seed_002.pdb
0.66615,0.92702,91.53388349514564,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_017_alphafold2_ptm_model_5_seed_004.pdb
0.65697,0.96234,91.90003236245956,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_011_alphafold2_ptm_model_5_seed_006.pdb
0.68202,0.89301,90.06993527508101,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_032_alphafold2_ptm_model_2_seed_003.pdb
0.66519,0.92618,92.49475728155338,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_003.pdb
0.64641,0.95812,89.36080906148864,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/prediction/bin_34/bin34_sequences_unrelaxed_rank_035_alphafold2_ptm_model_1_seed_002.pdb
