PDB,plddt,1ake_rmsd,4ake_rmsd,seq_count
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_007.pdb,95.42144859813077,5.192578303433621,2.193871343480652,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_014_alphafold2_ptm_model_4_seed_003.pdb,95.11588785046725,4.894583555165676,2.4439645387208198,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_015_alphafold2_ptm_model_1_seed_003.pdb,95.07738317757001,4.823334913752368,2.5670452561755144,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_027_alphafold2_ptm_model_3_seed_002.pdb,93.01275700934578,2.20163132385861,5.58027995251388,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_012_alphafold2_ptm_model_4_seed_001.pdb,95.15317757009348,5.048748672641623,2.334568823948625,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_011_alphafold2_ptm_model_1_seed_000.pdb,95.26397196261686,4.976763072399229,2.4009973998462466,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_035_alphafold2_ptm_model_3_seed_007.pdb,92.30649532710278,3.068459627517351,4.289873896561376,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_006.pdb,95.55911214953268,5.125596463087258,2.2375793797756898,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_002.pdb,95.37546728971961,4.992091680434308,2.4492795454957044,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_038_alphafold2_ptm_model_5_seed_001.pdb,92.03084112149529,4.332816979705935,3.049646837495084,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_010_alphafold2_ptm_model_1_seed_005.pdb,95.27481308411215,4.850418326724778,2.557179255626522,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_021_alphafold2_ptm_model_3_seed_003.pdb,93.63495327102802,2.0849380266892488,5.804510665424302,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_006_alphafold2_ptm_model_1_seed_007.pdb,95.3613551401869,5.0760700703698225,2.376013091169339,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_033_alphafold2_ptm_model_3_seed_006.pdb,92.4469626168224,2.904409457364893,4.535188628208749,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_016_alphafold2_ptm_model_4_seed_002.pdb,94.94635514018688,5.017939541355438,2.3278792371410004,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_030_alphafold2_ptm_model_5_seed_000.pdb,92.77014018691582,4.4804847928847,2.8487119677404262,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_007_alphafold2_ptm_model_4_seed_000.pdb,95.31373831775703,5.080899609173479,2.2725987323987376,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_039_alphafold2_ptm_model_2_seed_002.pdb,91.53415887850464,3.7662107712073936,3.555214143926601,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_028_alphafold2_ptm_model_3_seed_000.pdb,93.0242056074766,2.530069668442527,5.300928290229722,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_019_alphafold2_ptm_model_2_seed_004.pdb,93.83378504672896,4.704923868333945,2.6857218706713657,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_026_alphafold2_ptm_model_5_seed_006.pdb,93.07957943925229,4.522747179666051,2.7969296559768306,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_017_alphafold2_ptm_model_3_seed_004.pdb,93.98551401869148,4.286066948143471,3.0792816851531533,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_029_alphafold2_ptm_model_3_seed_005.pdb,92.8272897196261,2.2552854725273286,5.427630895823279,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_034_alphafold2_ptm_model_3_seed_001.pdb,92.33149532710283,3.500410834797604,3.8098089836676325,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_006.pdb,95.71009345794394,5.098810103582263,2.339829870460757,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_018_alphafold2_ptm_model_2_seed_007.pdb,93.9879439252337,4.884669701200595,2.5523926536339907,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_020_alphafold2_ptm_model_2_seed_000.pdb,93.71780373831776,4.709706752265042,2.6522792563027506,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_025_alphafold2_ptm_model_5_seed_004.pdb,93.26808411214951,4.5530779057598405,2.8589502063372,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_032_alphafold2_ptm_model_2_seed_003.pdb,92.41691588785042,4.128834138772062,3.143554983224221,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_008_alphafold2_ptm_model_4_seed_005.pdb,95.34242990654204,4.952845593189876,2.404782013833842,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_023_alphafold2_ptm_model_2_seed_001.pdb,93.30406542056069,4.644545263990671,2.729098685551823,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_037_alphafold2_ptm_model_5_seed_007.pdb,92.24299065420558,4.352591444601233,2.959480732316847,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_022_alphafold2_ptm_model_2_seed_005.pdb,93.53953271028035,4.516730756792255,2.8505503600456006,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_040_alphafold2_ptm_model_5_seed_002.pdb,91.04196261682239,4.0112416866253975,3.2626077777238494,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_036_alphafold2_ptm_model_5_seed_005.pdb,92.23789719626171,4.163656489381145,3.141778476709663,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_009_alphafold2_ptm_model_4_seed_004.pdb,95.22705607476634,5.042058366640266,2.333770281948657,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_013_alphafold2_ptm_model_1_seed_001.pdb,95.12887850467288,4.85854829168966,2.5938207895644485,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_004.pdb,95.69233644859813,5.204964531736579,2.2819126486199637,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_031_alphafold2_ptm_model_5_seed_003.pdb,92.71490654205604,4.357765215252436,3.0217810604821573,175
af_cluster_compar/KAD_ECOLI/pred/1ake/KAD_ECOLI_000_unrelaxed_rank_024_alphafold2_ptm_model_2_seed_006.pdb,93.32640186915884,4.558106882984693,2.775784288350823,175
