PDB,plddt,local_plddt,6xrg_rmsd,6xr6_rmsd,seq_count
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_023_alphafold2_ptm_model_5_seed_000.pdb,80.48866906474815,71.38759999999998,17.04529856664557,3.3524556145976305,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_038_alphafold2_ptm_model_1_seed_002.pdb,75.92485611510791,66.0724,18.634428704645153,2.6468153346699435,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_016_alphafold2_ptm_model_2_seed_002.pdb,81.54949640287776,73.24000000000002,17.742980734353424,3.2383425435694995,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_011_alphafold2_ptm_model_3_seed_006.pdb,82.70848920863314,78.47039999999998,17.42536706105972,2.7816336550395584,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_026_alphafold2_ptm_model_2_seed_001.pdb,79.6644244604316,69.29639999999999,17.545077816311483,3.365893362639718,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_003.pdb,84.17723021582732,80.6388,17.360914873304637,2.693116370200785,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_032_alphafold2_ptm_model_2_seed_007.pdb,78.61852517985612,68.0436,17.73043764316295,3.269719745712507,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_009_alphafold2_ptm_model_4_seed_007.pdb,83.09622302158276,83.34280000000001,17.412494665413426,2.7424341937440126,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,83.53589928057552,76.8712,17.407840800290156,2.7991874624670907,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_030_alphafold2_ptm_model_2_seed_006.pdb,79.35104316546766,68.676,17.443363304868132,3.0828345318764407,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_008_alphafold2_ptm_model_3_seed_002.pdb,83.16424460431662,76.9916,17.433494818776623,2.733761215204398,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_007_alphafold2_ptm_model_4_seed_005.pdb,83.18758992805753,83.4172,17.264965829409434,2.8725678455982555,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_031_alphafold2_ptm_model_2_seed_003.pdb,79.35046762589931,72.05680000000001,18.115071477526733,2.52276715424402,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_003.pdb,83.84093525179858,83.1176,17.282781103281696,2.787500229223952,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_024_alphafold2_ptm_model_2_seed_004.pdb,80.2212949640288,77.28479999999999,18.152008857707987,2.496256938489154,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_006.pdb,83.82017985611516,81.85159999999998,17.10005782909542,2.8541246950353782,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_028_alphafold2_ptm_model_4_seed_000.pdb,79.53435251798567,74.19279999999999,17.17745109528381,3.1826238429282903,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_010_alphafold2_ptm_model_3_seed_004.pdb,82.82456834532368,78.94519999999999,17.435171113655507,2.7901730068047756,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_006_alphafold2_ptm_model_3_seed_005.pdb,83.2248201438848,79.67199999999998,17.537075142632105,2.622895899878038,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_037_alphafold2_ptm_model_1_seed_004.pdb,76.13690647482015,65.8132,18.51388372209511,2.9407884830024926,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_040_alphafold2_ptm_model_1_seed_003.pdb,73.65075539568349,55.750400000000006,18.6945892500154,3.18488859951958,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_017_alphafold2_ptm_model_5_seed_003.pdb,81.49863309352517,76.24919999999999,17.335617508447044,2.898631316539902,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_035_alphafold2_ptm_model_1_seed_005.pdb,76.93661870503597,70.46199999999999,17.827582243465002,2.420998960056834,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_001.pdb,84.0033812949641,79.15719999999999,17.44815417616778,2.63965874865032,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_025_alphafold2_ptm_model_5_seed_002.pdb,79.85733812949637,67.8816,17.04860024873172,3.3721415620286748,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_020_alphafold2_ptm_model_2_seed_005.pdb,80.90589928057557,74.86000000000001,17.56068626079497,3.336242769107722,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_021_alphafold2_ptm_model_5_seed_007.pdb,80.56345323741004,73.0936,17.037025859557662,3.275140038073406,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_014_alphafold2_ptm_model_5_seed_004.pdb,81.61888489208636,77.06280000000001,17.222596360619654,2.7775838320550656,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_013_alphafold2_ptm_model_3_seed_007.pdb,81.90104316546764,77.43720000000002,17.514919737519108,2.7087481125471635,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_027_alphafold2_ptm_model_5_seed_001.pdb,79.55097122302153,74.68400000000001,17.50456185963611,3.164759394251981,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_039_alphafold2_ptm_model_1_seed_001.pdb,74.27748201438848,61.07000000000002,18.6718347779164,3.0123864774761944,11
af_cluster_compar/ABL1/pred/6xr6/ABL1_573_unrelaxed_rank_029_alphafold2_ptm_model_5_seed_005.pdb,79.46338129496408,69.6956,17.050446873063677,3.071331101558909,11
