1ake_rmsd,4ake_rmsd,pLDDT,pdb_path
4.4772396,2.9499993,92.4751401869159,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_017_alphafold2_ptm_model_4_seed_004.pdb
4.3753247,3.1568024,93.03803738317757,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_005.pdb
4.1127305,3.257507,92.03943925233646,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_034_alphafold2_ptm_model_2_seed_007.pdb
4.711846,2.8650153,92.83,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_008_alphafold2_ptm_model_4_seed_001.pdb
4.2582765,3.185047,92.71364485981309,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_011_alphafold2_ptm_model_4_seed_007.pdb
4.1928997,3.1808238,92.21677570093458,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_028_alphafold2_ptm_model_5_seed_006.pdb
4.391475,3.0113807,92.94901869158879,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_002.pdb
4.0694323,3.3967433,92.38285046728971,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_021_alphafold2_ptm_model_3_seed_006.pdb
4.101811,3.2604685,92.41415887850467,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_020_alphafold2_ptm_model_3_seed_005.pdb
4.3892517,2.9621096,92.1276168224299,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_030_alphafold2_ptm_model_5_seed_003.pdb
4.2164173,3.1933591,92.52425233644861,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_014_alphafold2_ptm_model_1_seed_000.pdb
4.1428113,3.2443333,92.49859813084113,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_016_alphafold2_ptm_model_2_seed_003.pdb
4.738901,2.7848933,92.06873831775701,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_031_alphafold2_ptm_model_5_seed_001.pdb
4.164074,3.20463,92.52359813084114,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_015_alphafold2_ptm_model_2_seed_005.pdb
4.3189354,3.0430577,92.02570093457943,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_037_alphafold2_ptm_model_5_seed_000.pdb
4.315943,3.091725,92.4407476635514,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_019_alphafold2_ptm_model_3_seed_004.pdb
4.552444,2.850357,92.04630841121495,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_035_alphafold2_ptm_model_5_seed_007.pdb
4.5801206,2.9149134,92.75098130841123,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_009_alphafold2_ptm_model_4_seed_003.pdb
4.054049,3.4104247,92.33864485981307,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_024_alphafold2_ptm_model_1_seed_006.pdb
4.266919,3.148931,92.28014018691592,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_027_alphafold2_ptm_model_2_seed_002.pdb
4.6735973,2.7200165,93.34766355140188,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_007.pdb
4.1890063,3.2183158,92.0511214953271,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_032_alphafold2_ptm_model_2_seed_004.pdb
4.435131,2.9787347,92.70294392523364,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_010_alphafold2_ptm_model_3_seed_001.pdb
4.223442,3.1549742,92.45766355140188,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_018_alphafold2_ptm_model_1_seed_005.pdb
4.247916,3.161434,92.68392523364486,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_012_alphafold2_ptm_model_1_seed_001.pdb
4.4117336,2.981061,92.82644859813082,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_006_alphafold2_ptm_model_1_seed_002.pdb
4.7112794,2.760728,92.94453271028036,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_002.pdb
4.1529484,3.2602181,92.36822429906542,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_023_alphafold2_ptm_model_3_seed_000.pdb
4.4988313,2.8732758,92.36490654205609,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_022_alphafold2_ptm_model_1_seed_007.pdb
4.4169307,3.000364,92.84939252336447,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/control_prediction/bin_19/bin19_random_seq_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_003.pdb
