PDB,plddt,seq_count,6nc7_rmsd,6nc9_rmsd
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_040_alphafold2_ptm_model_1_seed_007.pdb,83.76174736842106,17,3.653376,4.660257
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_039_alphafold2_ptm_model_1_seed_004.pdb,84.67941052631579,17,3.8092213,4.464011
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_038_alphafold2_ptm_model_1_seed_000.pdb,85.16717894736841,17,3.8112876,4.420963
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_037_alphafold2_ptm_model_1_seed_005.pdb,85.31627368421053,17,3.73112,4.512789
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_036_alphafold2_ptm_model_1_seed_006.pdb,85.4057263157895,17,3.714056,4.501317
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_035_alphafold2_ptm_model_4_seed_004.pdb,85.47387368421052,17,3.7963946,4.879123
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_034_alphafold2_ptm_model_1_seed_001.pdb,85.73621052631579,17,3.893839,4.3851275
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_033_alphafold2_ptm_model_4_seed_007.pdb,85.81585263157896,17,3.6182144,4.69756
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_032_alphafold2_ptm_model_1_seed_003.pdb,85.84890526315789,17,3.7265563,4.4900374
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_031_alphafold2_ptm_model_1_seed_002.pdb,86.0330947368421,17,3.6906705,4.617549
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_030_alphafold2_ptm_model_4_seed_005.pdb,86.10562105263158,17,3.8752878,4.555086
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_029_alphafold2_ptm_model_4_seed_001.pdb,86.17698947368423,17,3.9078033,4.567127
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_028_alphafold2_ptm_model_2_seed_007.pdb,86.30532631578947,17,3.4146433,4.8366814
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_027_alphafold2_ptm_model_2_seed_000.pdb,86.86825263157894,17,3.4664724,4.7409525
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_026_alphafold2_ptm_model_2_seed_001.pdb,87.04875789473685,17,3.5604486,4.613662
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_025_alphafold2_ptm_model_2_seed_006.pdb,87.05776842105264,17,3.4579906,4.7640605
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_024_alphafold2_ptm_model_4_seed_003.pdb,87.2372,17,3.6420588,4.6372905
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_022_alphafold2_ptm_model_4_seed_006.pdb,87.25997894736841,17,3.6060064,4.60778
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_023_alphafold2_ptm_model_2_seed_002.pdb,87.2602947368421,17,3.5004172,4.7390623
