Sequence_Header,Bin_Assignment,Vote_Count,Total_Votes
101,29,755,10000
SRR6056297_96046,29,10,99
UniRef100_UPI00111A0E34,34,15,99
SRR6185503_6210776,29,12,99
UniRef100_A0A7X8EH41,19,10,99
UniRef100_A0A3M7NGZ7,32,9,99
UniRef100_A0A8J6ZRL9,34,10,99
EndMetStandDraft_7_1072992.scaffolds.fasta_scaffold7424135_1,30,11,99
MGYP000058693603,29,10,99
SRR5258706_7028216,34,13,99
H3GGY7,30,13,99
UniRef100_A0A1G3ZSV7,29,14,99
5042|contig_141906_2|-861|01,31,9,99
GraSoi2013_115cm_1033766.scaffolds.fasta_scaffold344879_1,31,11,99
UniRef100_A0A7H1AYW1,26,11,99
UniRef100_UPI000D0859CE,30,16,99
UniRef100_A0A7C1C5Z0,22,10,99
UniRef100_A0A9E2ML47,34,10,99
UniRef100_A0A949G5M5,35,10,99
UPI0008282876,25,9,99
UniRef100_A0A837ILP8,30,8,99
ERR1711965_93829,33,9,99
RifCSP16_2_1023846.scaffolds.fasta_scaffold618309_1,33,11,99
UniRef100_A0A432J8S8,28,10,99
SRR3989344_2756525,27,11,99
UniRef100_A0A1M3DRC6,27,13,99
EndMetStandDraft_4_1072995.scaffolds.fasta_scaffold3642995_1,29,11,99
UniRef100_A0A945GGH5,27,10,99
UniRef100_L1IND7,30,10,99
UniRef100_A0A1S9CKW5,28,10,99
MGYP001043210631,30,13,99
UniRef100_UPI001FF3BB61,28,10,99
UniRef100_A0A524EWW0,29,13,99
UniRef100_UPI00235A45B7,30,10,99
SRR3989338_2403813,29,9,99
UniRef100_A0A2E4KGF4,19,9,99
UniRef100_A0A6G3ZLI9,23,13,99
GraSoiStandDraft_45_1057281.scaffolds.fasta_scaffold45559_2,27,13,99
UniRef100_A0A7C3VGC2,32,11,99
6671|scaffold152375_3|-839|01,29,11,99
SRR4030066_853064,34,10,99
22297|Ga0315533_1006121_1|-141|00,32,13,99
UniRef100_A0A2E5KXA2,26,11,99
SRR5258705_2890841,31,11,99
UniRef100_A0A432VXF3,35,10,99
SRR6188474_548628,23,9,99
A0A1W9RPK6,32,10,99
UniRef100_A0A357FVP5,31,11,99
UPI00002E8AE8,34,11,99
ERR1719361_2167043,32,10,99
SRR3989344_7675466,25,11,99
UniRef100_A0A832JZV1,30,8,99
A0A1G1YXI7,27,10,99
D8TAU4,32,11,99
ERR1719362_2646947,31,14,99
UniRef100_A0A842UEQ1,32,9,99
SRR3954454_13006410,28,12,99
7196|NODE_259914_length_1644_cov_1.88194_2|-600|00,25,12,99
UniRef100_A0A7C5GLH6,28,9,99
SRR4051812_29835442,30,12,99
UniRef100_UPI000586F981,33,11,99
UniRef100_A0A398D020,28,14,99
MGYP000923185992,34,8,99
UniRef100_A2FQ69,32,13,99
UniRef100_A0A1H3Y9N2,35,13,99
UniRef100_UPI00166F3FAC,30,14,99
MesohylBB_1024984.scaffolds.fasta_scaffold58465_1,27,10,99
UniRef100_A0A970DJY6,30,11,99
UniRef100_A0A7C1H657,28,13,99
A0A1D7UCC6,31,12,99
UniRef100_A0A497HS85,30,12,99
UniRef100_UPI000BA9A152,32,15,99
ERR1719320_307390,31,11,99
UniRef100_A0A970C114,27,10,99
UniRef100_A0A7X2PMJ6,29,11,99
UniRef100_A0A920B6T9,30,12,99
Cyp1metagenome_2_1107374.scaffolds.fasta_scaffold1143480_1,32,12,99
A0A1V4RIB4,32,12,99
UniRef100_A0A2S7V0G4,28,9,99
MGYP001089127919,29,10,99
UniRef100_A0A9D0YDT0,30,12,99
RhiMethySRZTD1v2_1073278.scaffolds.fasta_scaffold1924362_1,33,8,99
UniRef100_A0A1F4YGK0,29,13,99
MGYP001028227739,27,9,99
UniRef100_A0A351AU44,30,13,99
UniRef100_A0A136PE24,32,15,99
UniRef100_A0A943G935,28,10,99
ERR1740139_134365,19,9,99
MGYP001135307426,24,9,99
UniRef100_A0A660RJK3,24,9,99
UniRef100_A0A507E2P6,32,9,99
UniRef100_A0A1G6IB31,32,10,99
MGYP001458521086,32,13,99
UniRef100_A0A7C5VXD2,30,11,99
UniRef100_A0A841GQZ3,34,12,99
UniRef100_A0A847B2Y1,31,14,99
UniRef100_A0A1F6S287,26,11,99
ERR1719499_1092783,32,11,99
UniRef100_A0A918MBK9,27,10,99
MGYP001481918335,31,10,99
UniRef100_A0A2E1GSL4,28,11,99
UniRef100_A0A2V9YRH6,34,11,99
GraSoiStandDraft_5_1057265.scaffolds.fasta_scaffold5533187_1,29,11,99
UniRef100_A0A938G224,19,8,99
UniRef100_A0A1F5UPE7,32,13,99
14937|scaffold377830_1|+2|10,30,11,99
LakMenE01Jun11ns_1017448.scaffolds.fasta_scaffold7807815_1,32,13,99
UniRef100_A0A101VXI0,30,9,99
26189|Ga0315274_10362858_1|-71|00,35,11,99
ERR1712130_138693,27,10,99
SRR5215218_4708874,31,9,99
SRR6185437_7558785,33,10,99
UniRef100_A0A485L4N0,29,10,99
GraSoiStandDraft_30_1057271.scaffolds.fasta_scaffold2033039_1,32,14,99
MGYP000859416566,29,11,99
UniRef100_A0A6I2YET1,29,13,99
UniRef100_A0A7V9D8K5,31,12,99
UniRef100_G9WFJ7,31,12,99
UniRef100_A0A2E1QND6,33,12,99
SRR3989338_801608,25,12,99
3300000227.a:TB_AS07_7DRAFT_10000194_23,26,12,99
22688|scaffold_201588_c1_1|-26|01,30,10,99
UniRef100_A0A2P5SXE0,32,8,99
GraSoiStandDraft_58_1057296.scaffolds.fasta_scaffold555110_1,19,9,99
UniRef100_K0YTN7,28,11,99
A0A0M8N7J8,30,14,99
SRR5919202_1918270,29,9,99
A0A023B542,30,10,99
UniRef100_A0A8H8A0D9,28,9,99
UniRef100_A0A534IDC0,27,11,99
UniRef100_A0A7V5D108,29,10,99
UniRef100_A0A968KW91,28,9,99
UniRef100_A0A7Y5H9F9,28,11,99
24505|Ga0214257_1015758_1|+129|00,29,9,99
UniRef100_A0A519FRK6,28,12,99
UniRef100_UPI0021D5AC5E,35,10,99
UniRef100_A0A2H1VQA5,29,10,99
UniRef100_A0A933KDH4,21,11,99
SoiMethySBSTD1v2_1073268.scaffolds.fasta_scaffold4037278_1,30,10,99
UniRef100_UPI0020044A56,25,8,99
Dee2metaT_27_FD_contig_31_15726_length_349_multi_2_in_0_out_0_1,32,10,99
UPI00069B512B,30,10,99
UniRef100_A0A1V6AUF0,27,10,99
UniRef100_A0A7L4RDH3,32,10,99
UniRef100_A0A194S561,25,9,99
SRR3989338_4883496,29,12,99
UniRef100_A0A7S4KQ35,33,12,99
UPI000201A0B9,27,11,99
UniRef100_A0A7S0ZL70,35,11,99
UniRef100_A0A3D5ZQY9,32,11,99
24532|Ga0153956_1097749_1|-1|10,30,14,99
MGYP001107891719,33,10,99
23846|scaffold_261_c1_106|-102466|00,31,11,99
UniRef100_A0A966S0U4,26,10,99
MGYP000972470722,23,10,99
UniRef100_A0A7R8XKI4,30,9,99
