PDB,plddt,local_plddt,seq_count,bound_rmsd,apo_rmsd
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_040_alphafold2_ptm_model_1_seed_004.pdb,81.73431314623339,78.30076923076923,17,1.3867873,6.364931
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_039_alphafold2_ptm_model_5_seed_007.pdb,81.9658493353028,75.17410256410257,17,1.1614242,6.266979
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_038_alphafold2_ptm_model_5_seed_005.pdb,82.44166912850812,75.7102564102564,17,1.0254786,6.394426
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_035_alphafold2_ptm_model_5_seed_004.pdb,82.75567208271787,75.92205128205127,17,1.4248396,5.719114
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_037_alphafold2_ptm_model_1_seed_007.pdb,82.75692762186115,77.4725641025641,17,1.3455443,6.7473254
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_036_alphafold2_ptm_model_1_seed_005.pdb,82.76896602658789,76.76179487179486,17,1.5643498,6.233748
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_034_alphafold2_ptm_model_1_seed_003.pdb,83.01416543574594,79.03307692307693,17,1.2154323,6.7073917
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_033_alphafold2_ptm_model_2_seed_002.pdb,83.16143279172822,74.20666666666666,17,2.5075016,4.59117
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_032_alphafold2_ptm_model_1_seed_001.pdb,83.36818316100442,77.98846153846155,17,1.2566532,6.3232417
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_031_alphafold2_ptm_model_1_seed_002.pdb,83.89397341211226,78.3846153846154,17,1.3802695,6.216698
occurrence_voting_bound/results_top-16/top_pred/top_sequences_unrelaxed_rank_030_alphafold2_ptm_model_1_seed_000.pdb,84.01898079763663,76.55307692307693,17,1.1302536,6.280832
