PDB,plddt,seq_count,2hdm_tmscore,2jp1_tmscore
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000029_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,67.22896226415094,12,0.32273,0.67966
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000010_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,67.64349056603774,12,0.32193,0.68003
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000005_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,44.73000000000001,12,0.44546,0.36798
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000034_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,60.65292452830189,12,0.32183,0.66581
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000006_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,66.99499999999999,12,0.32149,0.66061
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000009_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,67.50801886792453,12,0.32075,0.65999
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000013_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,36.89311320754717,12,0.40192,0.39534
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000001_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,61.249245283018865,12,0.31891,0.64239
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000032_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,42.54867924528302,12,0.21485,0.26082
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000016_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,37.702547169811325,12,0.39336,0.40759
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000017_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,71.78622641509435,12,0.31937,0.66254
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000003_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,67.1293396226415,12,0.32105,0.64727
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000037_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,66.55509433962266,12,0.31949,0.64969
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000020_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,47.345377358490566,12,0.2141,0.25277
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000002_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,51.73650943396226,12,0.31901,0.65141
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000008_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,60.133584905660385,12,0.3201,0.65835
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000015_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,68.835,12,0.31453,0.61798
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000004_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,58.114245283018874,12,0.31011,0.62653
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000012_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,34.87735849056604,12,0.26245,0.30848
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000036_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,61.37141509433963,12,0.31427,0.65926
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000035_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,65.38490566037736,12,0.32019,0.66481
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000019_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,65.62235849056604,12,0.32147,0.65222
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000027_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,68.67556603773585,12,0.32224,0.6676
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000028_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,47.65094339622643,12,0.31785,0.59439
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000014_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,46.70216981132076,12,0.32241,0.61566
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000011_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,65.82509433962264,12,0.32177,0.67513
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000031_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,61.9222641509434,12,0.31943,0.65067
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000030_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,67.53820754716982,12,0.32096,0.67699
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000024_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,70.10028301886793,12,0.3216,0.65556
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000007_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,67.41198113207548,12,0.32169,0.65547
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000026_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,39.48698113207547,12,0.25177,0.27079
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000033_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,66.87971698113208,12,0.31407,0.67442
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000025_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,36.053867924528305,12,0.37013,0.3639
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000022_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,68.58207547169812,12,0.31973,0.66187
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000038_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,68.83358490566039,12,0.32051,0.67758
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000018_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,43.97226415094339,12,0.34277,0.52107
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000021_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,66.18150943396226,12,0.31938,0.6599
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_001/group_000023_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,69.44264150943397,12,0.31401,0.60471
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_002/group_000065_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,65.68622641509432,12,0.3205,0.6695
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_002/group_000064_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,43.81849056603774,12,0.32072,0.58691
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_002/group_000055_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,49.83660377358491,12,0.33357,0.57474
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_002/group_000045_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,39.39858490566038,12,0.38707,0.49
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_002/group_000047_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,39.780660377358494,12,0.34901,0.51055
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_002/group_000070_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,48.543301886792456,12,0.24472,0.29049
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_002/group_000058_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,59.017641509433965,12,0.31817,0.64502
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_002/group_000044_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,43.04613207547169,12,0.31737,0.57972
results_updated/XCL1/run2/occurrence_voting_2jp1/batches/batch_002/group_000039_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,38.21150943396226,12,0.25595,0.34302
